head,tail
27722,34927
27722,36100
27770,34437
27770,38677
27770,46952
27812,28820
27812,30691
27812,36564
27812,36566
27822,28667
27822,29196
27822,33394
27822,33395
27822,40187
27822,40859
27822,43780
27822,43790
27822,46523
27822,48977
27822,49678
27822,49998
27822,52826
27834,27835
27839,33288
27839,33289
27839,57804
27839,57829
27871,27872
27871,28773
27872,28773
27874,27875
27874,27876
27875,27876
27880,27881
27894,28534
27894,29205
27894,29263
27894,33162
27894,36013
27894,36502
27894,40236
27894,43749
27894,47168
27894,50713
27894,50743
27894,51625
27894,52001
27894,52233
27894,53400
27894,53446
27894,54303
27894,54764
27894,54789
27894,58469
27894,58472
27894,59484
27894,60260
27894,60298
27894,60481
27894,60624
27894,61140
27894,62342
27894,62575
27894,65066
27894,65254
27894,68209
27894,68619
27894,72376
27894,72762
27894,74375
27894,74735
27894,74761
27894,74765
27894,74786
27894,75105
27894,75152
27894,75205
27894,75656
27894,76068
27894,76312
27894,76476
27894,76524
27894,76851
27894,77014
27894,77111
27894,77469
27894,77847
27894,77862
27894,77988
27894,78867
27894,81252
27894,81471
27894,81675
27894,81682
27894,81885
27894,81901
27894,85162
27894,85290
27894,85910
27894,85915
27894,86362
27894,86369
27894,86618
27894,86646
27894,87088
27894,87099
27894,87844
27894,88475
27894,88683
27894,91633
27894,91953
27894,92728
27894,93686
27894,94062
27894,95263
27894,95298
27894,95914
27894,95919
27894,96873
27894,97728
27894,98106
27894,98319
27894,98320
27894,98931
27894,99133
27894,99156
27894,99764
27894,100526
27894,100784
27894,100811
27894,100817
27894,101156
27894,102667
27894,102868
27894,103126
27894,104976
27894,107017
27894,107173
27894,108105
27894,108109
27894,108200
27894,108630
27894,109754
27894,110342
27894,110582
27894,110694
27894,111084
27894,111660
27894,111798
27894,113148
27894,114312
27894,114443
27894,114554
27894,114599
27894,116110
27894,116158
27894,116353
27894,116868
27894,117250
27894,117600
27894,118165
27894,118236
27894,118641
27894,118715
27894,118809
27894,118874
27894,118889
27894,119209
27894,119298
27894,119315
27894,120656
27894,120670
27894,120903
27894,120908
27894,122285
27894,122476
27894,122773
27894,122995
27894,123016
27894,123028
27894,123043
27894,123091
27894,123946
27894,124257
27894,124482
27894,125146
27894,138646
27894,139466
27894,139632
27894,139910
27894,141606
27894,141820
27895,49237
27895,51624
27895,73429
27899,27900
27924,27954
27924,27955
27954,27955
28032,28047
28032,33675
28032,47816
28032,54856
28032,57784
28032,58313
28032,69672
28032,78867
28032,97954
28032,110694
28032,132331
28032,132337
28047,33675
28047,47816
28047,54856
28047,57784
28047,58313
28047,69672
28047,78867
28047,97954
28047,110694
28047,132331
28047,132337
28250,78766
28430,52373
28433,28434
28453,30544
28453,30545
28453,31111
28453,37691
28453,41197
28453,43749
28453,46409
28453,46410
28453,46411
28453,46419
28453,46613
28453,46621
28453,46705
28453,46780
28453,46795
28453,46875
28453,48765
28453,48909
28453,50894
28453,51587
28453,51783
28453,52259
28453,58824
28453,60181
28453,60314
28453,60585
28453,61136
28453,62405
28453,64912
28453,67534
28453,67902
28453,68646
28453,72220
28453,72400
28453,75434
28453,81535
28453,84860
28453,86618
28453,88706
28453,91435
28453,93213
28453,93225
28453,93235
28453,93241
28453,93354
28453,93362
28453,93410
28453,96446
28453,99651
28453,99757
28453,106899
28453,107438
28453,109754
28453,114554
28453,116394
28453,117250
28453,118809
28453,122427
28453,122476
28453,122773
28453,128196
28453,128385
28453,131352
28453,131354
28453,131359
28522,28523
28532,54858
28532,60493
28534,29263
28534,36013
28534,40236
28534,47168
28534,50743
28534,51625
28534,52233
28534,53400
28534,53446
28534,54303
28534,54764
28534,54789
28534,68619
28534,76524
28534,77469
28534,88475
28534,95263
28534,108200
28534,139466
28534,141606
28581,31503
28581,31504
28581,32078
28581,39312
28581,44055
28581,44403
28581,45849
28581,49442
28581,55895
28581,63228
28581,75028
28581,77166
28581,77240
28581,77260
28581,79041
28581,79046
28581,79161
28581,80149
28581,88084
28581,88141
28581,88142
28581,90717
28581,102383
28581,102496
28581,106519
28581,106555
28581,106570
28581,121651
28581,121931
28616,28617
28667,29196
28667,33394
28667,33395
28667,34462
28667,34678
28667,34683
28667,36136
28667,37765
28667,37766
28667,40187
28667,40593
28667,40859
28667,43780
28667,43790
28667,46523
28667,48977
28667,49678
28667,49998
28667,52826
28667,61313
28667,61317
28667,61345
28667,61346
28667,61347
28667,61348
28667,61349
28667,61350
28667,61351
28667,61352
28667,61353
28667,61354
28667,61355
28667,61363
28667,61364
28667,61365
28667,61366
28667,61368
28667,61391
28667,61983
28667,62009
28667,62140
28667,65394
28667,65395
28667,65410
28667,65411
28667,66696
28667,66698
28667,66703
28667,66704
28667,66705
28667,66706
28667,66707
28667,66708
28667,66709
28667,66711
28667,66712
28667,66713
28667,66714
28667,66715
28667,66716
28667,66717
28667,66718
28667,66719
28667,66720
28667,66722
28667,66723
28667,66724
28667,66725
28667,66726
28667,66728
28667,66729
28667,66730
28667,66731
28667,66733
28667,66734
28667,66736
28667,66737
28667,66738
28667,66739
28667,67546
28667,67547
28667,67548
28667,67549
28667,67550
28667,67551
28667,67552
28667,67553
28667,67554
28667,67556
28667,67557
28667,67558
28667,67559
28667,67560
28667,67561
28667,67562
28667,67563
28667,67564
28667,67565
28667,67566
28667,67568
28667,67569
28667,67570
28667,67575
28667,67601
28667,68715
28667,68724
28667,70686
28667,74009
28667,75557
28667,75575
28667,76154
28667,76166
28667,76239
28667,76245
28667,76255
28667,79309
28667,79368
28667,79386
28667,82570
28667,82578
28667,84617
28667,84682
28667,86686
28667,86770
28667,90311
28667,124835
28681,28682
28681,28796
28682,28796
28693,28694
28740,28759
28740,28762
28740,68612
28740,68613
28758,30014
28758,41803
28758,41804
28758,42806
28758,46922
28758,54863
28758,64599
28758,64903
28759,28762
28759,68612
28759,68613
28761,54971
28762,68612
28762,68613
28786,28787
28820,30691
28820,36564
28820,36566
28853,30161
28853,51127
28853,51850
28853,52702
28853,98931
28853,103152
28853,107084
28905,28906
28905,28907
28906,28907
28942,32725
28942,42955
28942,67491
28954,28955
28957,28958
28982,44282
28982,46425
28982,54584
28982,54605
28982,68255
28982,85678
28982,85680
28982,89490
28982,89495
29071,29072
29071,29119
29072,29119
29134,29135
29145,29146
29145,29147
29145,29148
29146,29147
29146,29148
29147,29148
29152,29153
29196,33394
29196,33395
29196,40187
29196,40859
29196,43780
29196,43790
29196,46523
29196,48977
29196,49678
29196,49998
29196,52826
29205,31535
29205,31713
29205,33162
29205,33988
29205,35414
29205,35945
29205,36502
29205,39109
29205,41420
29205,43231
29205,43749
29205,48334
29205,50713
29205,52001
29205,55728
29205,56465
29205,57508
29205,58469
29205,58472
29205,59484
29205,60260
29205,60298
29205,60481
29205,60624
29205,61140
29205,62342
29205,62405
29205,62575
29205,65066
29205,65254
29205,66461
29205,67287
29205,68209
29205,72376
29205,72377
29205,72378
29205,72762
29205,74197
29205,74375
29205,74735
29205,74761
29205,74765
29205,74786
29205,75105
29205,75152
29205,75205
29205,75656
29205,76068
29205,76312
29205,76414
29205,76468
29205,76476
29205,76851
29205,76982
29205,77014
29205,77111
29205,77469
29205,77847
29205,77862
29205,77988
29205,78867
29205,79467
29205,81252
29205,81471
29205,81675
29205,81682
29205,81885
29205,81901
29205,85162
29205,85290
29205,85910
29205,85915
29205,86362
29205,86369
29205,86618
29205,86646
29205,86943
29205,87088
29205,87099
29205,87844
29205,88683
29205,88803
29205,88955
29205,88964
29205,91633
29205,91953
29205,92728
29205,93686
29205,93952
29205,94062
29205,95298
29205,95914
29205,95919
29205,96873
29205,97728
29205,98106
29205,98319
29205,98320
29205,98931
29205,99133
29205,99156
29205,99764
29205,100526
29205,100784
29205,100811
29205,100817
29205,101156
29205,102667
29205,102868
29205,103126
29205,104976
29205,105208
29205,107017
29205,107173
29205,108105
29205,108109
29205,108630
29205,109754
29205,110342
29205,110582
29205,110694
29205,111084
29205,111660
29205,111745
29205,111798
29205,113148
29205,114312
29205,114443
29205,114554
29205,114599
29205,116110
29205,116158
29205,116353
29205,116868
29205,117250
29205,117600
29205,118165
29205,118236
29205,118641
29205,118715
29205,118809
29205,118874
29205,118889
29205,119209
29205,119298
29205,119315
29205,120415
29205,120656
29205,120670
29205,120743
29205,120903
29205,120908
29205,122285
29205,122476
29205,122773
29205,122995
29205,123016
29205,123028
29205,123043
29205,123091
29205,123946
29205,124257
29205,124482
29205,125146
29205,126946
29205,136205
29205,138646
29205,139466
29205,139632
29205,139910
29205,141606
29205,141820
29263,36013
29263,40236
29263,47168
29263,50743
29263,51625
29263,52233
29263,53400
29263,53446
29263,54303
29263,54764
29263,54789
29263,68619
29263,76524
29263,77469
29263,88475
29263,95263
29263,108200
29263,139466
29263,141606
29291,29292
29294,29323
29305,29306
29328,29439
29423,45426
29466,31057
29466,31058
29466,31245
29466,31246
29466,31247
29466,31248
29478,29479
29480,29481
29502,38556
29502,38724
29502,39485
29502,39488
29502,40582
29502,42877
29502,43902
29502,45488
29502,48366
29502,53395
29502,56341
29502,61522
29502,72644
29502,76750
29502,76755
29502,78385
29502,79870
29502,79874
29502,79900
29502,83377
29502,84441
29502,84452
29502,84496
29502,87533
29502,87626
29502,90090
29502,95127
29502,95130
29502,95140
29502,99487
29502,99541
29502,102923
29502,102930
29502,102939
29502,103100
29502,122034
29543,40268
29543,55731
29543,65590
29543,130524
29597,29598
29597,29599
29597,29600
29598,29599
29598,29600
29599,29600
29601,39066
29601,122198
29601,123522
29625,35084
29625,35085
29625,35807
29625,39711
29625,44299
29625,64477
29625,137414
29648,29649
29670,29671
29674,29944
29674,31535
29674,34058
29674,37844
29674,40406
29674,42753
29674,42794
29674,44036
29674,44473
29674,48055
29674,49225
29674,50995
29674,59394
29674,59404
29674,66348
29674,66369
29674,69082
29674,72644
29674,75656
29674,76524
29674,76750
29674,76755
29674,76851
29674,77166
29674,77182
29674,77274
29674,77295
29674,77306
29674,77307
29674,77469
29674,78978
29674,79005
29674,79013
29674,79105
29674,80142
29674,80170
29674,80205
29674,80225
29674,81469
29674,85339
29674,85377
29674,85394
29674,85432
29674,85435
29674,88009
29674,88081
29674,90706
29674,90715
29674,97197
29674,97203
29674,102465
29674,102466
29674,102479
29674,102516
29674,106450
29674,121612
29674,121673
29674,121701
29674,121802
29674,121883
29709,30594
29709,58605
29712,29773
29713,29714
29747,35901
29747,36103
29747,37338
29747,37621
29747,40080
29747,40088
29747,40089
29747,40545
29747,42165
29747,42860
29747,42868
29747,45368
29747,50552
29747,51170
29747,51185
29747,53107
29747,56149
29747,56157
29747,56168
29747,56174
29747,56179
29747,56182
29747,59200
29747,59201
29747,59206
29747,59222
29747,60080
29747,60093
29747,63503
29747,66461
29747,66475
29747,66476
29747,66518
29747,66519
29747,74735
29747,74747
29747,74761
29747,74764
29747,74765
29747,76451
29747,76458
29747,76466
29747,76468
29747,76476
29747,77847
29747,77862
29747,77892
29747,80324
29747,80337
29747,80361
29747,85508
29747,85516
29747,85527
29747,85545
29747,86323
29747,86331
29747,86362
29747,88620
29747,88640
29747,88653
29747,91952
29747,91953
29747,91955
29747,91965
29747,92728
29747,105208
29747,107173
29747,122239
29747,122285
29747,128411
29747,128445
29747,141728
29747,141749
29822,30608
29822,30632
29822,30635
29822,30638
29822,30639
29822,30641
29822,30642
29822,30643
29822,30644
29822,30645
29822,31582
29822,31586
29822,34461
29822,37780
29822,39551
29822,42955
29822,42956
29822,43149
29822,43153
29822,43489
29822,43910
29822,44380
29822,44531
29822,45187
29822,45189
29822,45354
29822,45741
29822,47948
29822,48466
29822,48961
29822,48972
29822,49626
29822,49629
29822,52812
29822,52855
29822,54028
29822,54374
29822,59657
29822,61383
29822,61821
29822,61822
29822,62024
29822,75522
29822,76140
29822,76263
29822,79319
29822,80883
29822,92842
29822,92859
29822,92913
29822,108000
29822,109920
29822,109972
29822,124813
29822,124879
29822,124907
29822,127123
29864,29865
29870,29871
29870,29872
29871,29872
29907,29908
29909,29910
29944,31535
29944,34058
29944,37844
29944,40406
29944,42753
29944,42794
29944,44036
29944,44473
29944,48055
29944,49225
29944,50995
29944,59394
29944,59404
29944,66348
29944,66369
29944,69082
29944,72644
29944,75656
29944,76524
29944,76750
29944,76755
29944,76851
29944,77166
29944,77182
29944,77274
29944,77295
29944,77306
29944,77307
29944,77469
29944,78978
29944,79005
29944,79013
29944,79105
29944,80142
29944,80170
29944,80205
29944,80225
29944,81469
29944,85339
29944,85377
29944,85394
29944,85432
29944,85435
29944,88009
29944,88081
29944,90706
29944,90715
29944,97197
29944,97203
29944,102465
29944,102466
29944,102479
29944,102516
29944,106450
29944,121612
29944,121673
29944,121701
29944,121802
29944,121883
29967,30000
30008,30009
30012,30013
30014,41803
30014,41804
30014,42806
30014,46922
30014,54863
30014,64599
30014,64903
30024,35226
30024,44797
30024,46213
30024,49729
30024,54036
30024,56345
30024,56346
30024,57288
30024,59078
30024,59079
30024,59773
30024,61518
30024,65658
30024,74251
30024,74262
30024,74271
30024,76737
30024,76787
30024,76822
30024,77804
30024,78829
30024,78830
30024,78831
30024,80763
30024,81409
30024,81453
30024,81464
30024,81623
30024,81632
30024,81788
30024,83592
30024,83843
30024,84617
30024,84682
30024,87701
30024,90051
30024,90116
30024,90120
30024,90150
30024,90970
30024,95109
30062,30063
30083,30084
30087,30088
30087,30089
30087,30090
30088,30089
30088,30090
30089,30090
30104,30105
30104,30106
30105,30106
30139,30140
30150,30151
30150,30152
30151,30152
30161,51127
30161,51850
30161,52702
30161,98931
30161,103152
30161,107084
30168,30170
30168,30171
30169,30172
30170,30171
30247,30248
30247,30249
30248,30249
30261,30262
30261,30263
30262,30263
30267,30268
30267,30269
30267,30270
30267,30271
30267,30272
30267,30273
30267,30274
30267,30275
30267,30276
30267,30277
30268,30269
30268,30270
30268,30271
30268,30272
30268,30273
30268,30274
30268,30275
30268,30276
30268,30277
30269,30270
30269,30271
30269,30272
30269,30273
30269,30274
30269,30275
30269,30276
30269,30277
30270,30271
30270,30272
30270,30273
30270,30274
30270,30275
30270,30276
30270,30277
30271,30272
30271,30273
30271,30274
30271,30275
30271,30276
30271,30277
30272,30273
30272,30274
30272,30275
30272,30276
30272,30277
30273,30274
30273,30275
30273,30276
30273,30277
30274,30275
30274,30276
30274,30277
30275,30276
30275,30277
30276,30277
30318,30319
30318,30320
30318,30321
30318,45457
30319,30320
30319,30321
30319,45457
30320,30321
30320,45457
30321,45457
30326,30327
30339,30340
30356,30357
30387,30388
30393,30394
30395,30396
30395,43349
30395,43350
30396,43349
30396,43350
30415,34535
30424,39307
30424,39308
30424,57224
30454,31982
30454,32255
30474,124204
30544,30545
30544,31111
30544,37691
30544,41197
30544,43749
30544,46409
30544,46410
30544,46411
30544,46419
30544,46613
30544,46621
30544,46705
30544,46780
30544,46795
30544,46875
30544,48765
30544,48909
30544,50894
30544,51587
30544,51783
30544,52259
30544,58824
30544,60181
30544,60314
30544,60585
30544,61136
30544,62405
30544,64912
30544,67534
30544,67902
30544,68646
30544,72220
30544,72400
30544,75434
30544,81535
30544,84860
30544,86618
30544,88706
30544,91435
30544,93213
30544,93225
30544,93235
30544,93241
30544,93354
30544,93362
30544,93410
30544,96446
30544,99651
30544,99757
30544,106899
30544,107438
30544,109754
30544,114554
30544,116394
30544,117250
30544,118809
30544,122427
30544,122476
30544,122773
30544,128196
30544,128385
30544,131352
30544,131354
30544,131359
30545,31111
30545,37691
30545,41197
30545,43749
30545,46409
30545,46410
30545,46411
30545,46419
30545,46613
30545,46621
30545,46705
30545,46780
30545,46795
30545,46875
30545,48765
30545,48909
30545,50894
30545,51587
30545,51783
30545,52259
30545,58824
30545,60181
30545,60314
30545,60585
30545,61136
30545,62405
30545,64912
30545,67534
30545,67902
30545,68646
30545,72220
30545,72400
30545,75434
30545,81535
30545,84860
30545,86618
30545,88706
30545,91435
30545,93213
30545,93225
30545,93235
30545,93241
30545,93354
30545,93362
30545,93410
30545,96446
30545,99651
30545,99757
30545,106899
30545,107438
30545,109754
30545,114554
30545,116394
30545,117250
30545,118809
30545,122427
30545,122476
30545,122773
30545,128196
30545,128385
30545,131352
30545,131354
30545,131359
30594,58605
30601,31609
30608,30632
30608,30635
30608,30638
30608,30639
30608,30640
30608,30641
30608,30642
30608,30643
30608,30644
30608,30645
30608,34461
30608,43489
30608,43908
30608,43909
30608,43910
30608,47959
30608,52812
30608,52855
30608,54374
30608,75522
30608,76263
30608,79319
30608,80883
30608,82604
30608,82607
30608,92842
30608,92859
30608,92913
30608,108000
30608,109920
30608,109972
30608,124813
30608,124879
30608,124907
30608,127123
30616,35885
30632,30635
30632,30638
30632,30639
30632,30641
30632,30642
30632,30643
30632,30644
30632,30645
30632,34461
30632,43489
30632,43910
30632,52812
30632,52855
30632,54374
30632,75522
30632,76263
30632,79319
30632,80883
30632,92842
30632,92859
30632,92913
30632,108000
30632,109920
30632,109972
30632,124813
30632,124879
30632,124907
30632,127123
30635,30638
30635,30639
30635,30641
30635,30642
30635,30643
30635,30644
30635,30645
30635,34461
30635,43489
30635,43910
30635,52812
30635,52855
30635,54374
30635,75522
30635,76263
30635,79319
30635,80883
30635,92842
30635,92859
30635,92913
30635,108000
30635,109920
30635,109972
30635,124813
30635,124879
30635,124907
30635,127123
30638,30639
30638,30640
30638,30641
30638,30642
30638,30643
30638,30644
30638,30645
30638,34461
30638,43489
30638,43908
30638,43909
30638,43910
30638,47959
30638,52812
30638,52855
30638,54374
30638,75522
30638,76263
30638,79319
30638,80883
30638,82604
30638,82607
30638,92842
30638,92859
30638,92913
30638,108000
30638,109920
30638,109972
30638,124813
30638,124879
30638,124907
30638,127123
30639,30641
30639,30642
30639,30643
30639,30644
30639,30645
30639,34461
30639,43489
30639,43908
30639,43909
30639,43910
30639,47959
30639,52812
30639,52855
30639,54374
30639,75522
30639,76263
30639,79319
30639,80883
30639,82604
30639,82607
30639,92842
30639,92859
30639,92913
30639,108000
30639,109920
30639,109972
30639,124813
30639,124879
30639,124907
30639,127123
30640,30641
30640,30642
30640,30643
30640,30644
30640,52812
30640,52855
30640,82607
30640,124813
30641,30642
30641,30643
30641,30644
30641,30645
30641,34461
30641,43489
30641,43908
30641,43909
30641,43910
30641,47959
30641,52812
30641,52855
30641,54374
30641,75522
30641,76263
30641,79319
30641,80883
30641,82604
30641,82607
30641,92842
30641,92859
30641,92913
30641,108000
30641,109920
30641,109972
30641,124813
30641,124879
30641,124907
30641,127123
30642,30643
30642,30644
30642,30645
30642,34461
30642,43489
30642,43908
30642,43909
30642,43910
30642,47959
30642,52812
30642,52855
30642,54374
30642,75522
30642,76263
30642,79319
30642,80883
30642,82604
30642,82607
30642,92842
30642,92859
30642,92913
30642,108000
30642,109920
30642,109972
30642,124813
30642,124879
30642,124907
30642,127123
30643,30644
30643,30645
30643,34461
30643,43489
30643,43908
30643,43909
30643,43910
30643,47959
30643,52812
30643,52855
30643,54374
30643,75522
30643,76263
30643,79319
30643,80883
30643,82604
30643,82607
30643,92842
30643,92859
30643,92913
30643,108000
30643,109920
30643,109972
30643,124813
30643,124879
30643,124907
30643,127123
30644,30645
30644,34461
30644,43489
30644,43908
30644,43909
30644,43910
30644,47959
30644,52812
30644,52855
30644,54374
30644,75522
30644,76263
30644,79319
30644,80883
30644,82604
30644,82607
30644,92842
30644,92859
30644,92913
30644,108000
30644,109920
30644,109972
30644,124813
30644,124879
30644,124907
30644,127123
30645,34461
30645,43489
30645,43910
30645,52812
30645,52855
30645,54374
30645,75522
30645,76263
30645,79319
30645,80883
30645,92842
30645,92859
30645,92913
30645,108000
30645,109920
30645,109972
30645,124813
30645,124879
30645,124907
30645,127123
30666,30731
30666,55795
30666,55796
30666,56773
30666,73565
30666,81824
30667,30668
30667,39078
30667,39079
30668,39078
30668,39079
30674,30675
30680,30681
30691,36564
30691,36566
30706,30707
30706,35293
30706,35294
30707,35293
30707,35294
30731,55795
30731,55796
30731,56773
30731,73565
30731,81824
30733,41544
30741,30742
30753,30754
30766,30767
30771,32196
30772,37465
30780,30781
30816,30817
30816,31485
30816,35060
30816,35092
30816,44098
30816,62492
30816,108547
30817,31485
30817,35060
30817,35092
30817,44098
30817,62492
30817,108547
30830,31839
30851,30852
30861,32307
30861,38653
30861,39597
30861,48611
30861,48616
30861,48629
30861,59895
30861,61884
30861,61925
30861,68899
30861,68902
30861,70858
30861,74422
30861,78116
30861,82964
30861,91941
30861,94479
30861,120708
30861,136250
30864,30865
30873,30874
30885,30905
30911,30912
30941,30942
30943,30954
30980,30994
30987,30995
31052,31053
31057,31058
31057,31245
31057,31246
31057,31247
31057,31248
31058,31245
31058,31246
31058,31247
31058,31248
31076,37097
31111,37691
31111,41197
31111,43749
31111,46409
31111,46410
31111,46411
31111,46419
31111,46613
31111,46621
31111,46705
31111,46780
31111,46795
31111,46875
31111,48765
31111,48909
31111,50894
31111,51587
31111,51783
31111,52259
31111,58824
31111,60181
31111,60314
31111,60585
31111,61136
31111,62405
31111,64912
31111,67534
31111,67902
31111,68646
31111,72220
31111,72400
31111,75434
31111,81535
31111,84860
31111,86618
31111,88706
31111,91435
31111,93213
31111,93225
31111,93235
31111,93241
31111,93354
31111,93362
31111,93410
31111,96446
31111,99651
31111,99757
31111,106899
31111,107438
31111,109754
31111,114554
31111,116394
31111,117250
31111,118809
31111,122427
31111,122476
31111,122773
31111,128196
31111,128385
31111,131352
31111,131354
31111,131359
31123,31124
31134,31135
31169,36099
31184,31233
31185,31186
31187,31188
31187,37008
31188,37008
31190,42108
31190,42109
31194,66080
31245,31246
31245,31247
31245,31248
31246,31247
31246,31248
31247,31248
31287,59409
31287,59437
31287,77173
31292,41598
31292,41677
31292,45164
31348,31426
31352,43343
31427,31428
31485,35060
31485,35092
31485,44098
31485,62492
31485,108547
31503,31504
31503,32078
31503,39312
31503,44055
31503,44403
31503,45849
31503,49442
31503,55895
31503,63228
31503,75028
31503,77166
31503,77240
31503,77260
31503,79041
31503,79046
31503,79161
31503,80149
31503,88084
31503,88141
31503,88142
31503,90717
31503,102383
31503,102496
31503,106519
31503,106555
31503,106570
31503,121651
31503,121931
31504,32078
31504,39312
31504,44055
31504,44403
31504,45849
31504,49442
31504,55895
31504,63228
31504,75028
31504,77166
31504,77240
31504,77260
31504,79041
31504,79046
31504,79161
31504,80149
31504,88084
31504,88141
31504,88142
31504,90717
31504,102383
31504,102496
31504,106519
31504,106555
31504,106570
31504,121651
31504,121931
31535,34058
31535,37844
31535,40406
31535,42753
31535,42794
31535,44036
31535,44473
31535,48055
31535,48334
31535,49225
31535,50995
31535,55728
31535,56465
31535,57508
31535,59394
31535,59404
31535,62405
31535,66348
31535,66369
31535,69082
31535,72377
31535,72378
31535,72644
31535,75656
31535,76524
31535,76750
31535,76755
31535,76851
31535,77166
31535,77182
31535,77274
31535,77295
31535,77306
31535,77307
31535,77469
31535,78978
31535,79005
31535,79013
31535,79105
31535,80142
31535,80170
31535,80205
31535,80225
31535,81469
31535,85339
31535,85377
31535,85394
31535,85432
31535,85435
31535,86943
31535,87088
31535,88009
31535,88081
31535,90706
31535,90715
31535,93952
31535,97197
31535,97203
31535,98931
31535,102465
31535,102466
31535,102479
31535,102516
31535,105208
31535,106450
31535,107173
31535,111745
31535,121612
31535,121673
31535,121701
31535,121802
31535,121883
31535,126946
31544,31797
31544,32239
31558,31559
31558,31560
31559,31560
31582,31586
31582,37780
31582,39551
31582,40137
31582,40143
31582,40692
31582,42926
31582,42955
31582,42956
31582,42957
31582,43149
31582,43150
31582,43153
31582,44380
31582,44529
31582,44531
31582,45176
31582,45187
31582,45189
31582,45354
31582,45741
31582,45928
31582,47948
31582,48466
31582,48961
31582,48972
31582,49536
31582,49626
31582,49629
31582,52850
31582,54028
31582,58567
31582,59657
31582,61383
31582,61821
31582,61822
31582,62024
31582,62039
31582,67573
31582,68738
31582,70672
31582,74054
31582,75476
31582,75517
31582,75538
31582,75555
31582,76140
31582,76179
31582,76215
31582,76263
31582,76307
31582,79324
31582,86785
31582,86868
31582,90334
31582,92865
31582,92913
31582,92933
31582,93076
31582,95694
31582,95715
31582,107935
31582,108000
31582,108002
31582,108008
31582,110002
31582,110954
31582,124742
31582,124780
31582,124834
31582,124905
31582,126209
31582,126219
31582,127277
31582,127640
31582,128475
31582,128939
31582,129698
31582,129849
31586,37780
31586,39551
31586,40137
31586,40143
31586,40692
31586,42926
31586,42955
31586,42956
31586,43149
31586,43153
31586,44380
31586,44529
31586,44531
31586,45176
31586,45187
31586,45189
31586,45354
31586,45741
31586,45928
31586,47948
31586,48466
31586,48961
31586,48972
31586,49536
31586,49626
31586,49629
31586,54028
31586,59657
31586,61383
31586,61821
31586,61822
31586,62024
31586,67573
31586,68738
31586,70672
31586,74054
31586,75476
31586,75517
31586,75538
31586,75555
31586,76140
31586,76179
31586,76215
31586,76263
31586,76307
31586,79324
31586,86785
31586,86868
31586,90334
31586,92865
31586,92913
31586,92933
31616,31617
31623,31624
31623,38871
31623,38875
31624,38871
31624,38875
31649,31650
31649,31654
31649,40460
31649,40461
31649,43249
31649,43253
31649,49694
31649,52999
31649,53000
31649,56139
31649,66994
31649,67030
31649,77601
31649,89655
31649,103756
31649,106253
31649,109607
31649,129208
31649,129229
31649,133246
31649,133312
31650,31654
31650,40460
31650,40461
31650,43249
31650,43253
31650,49694
31650,52999
31650,53000
31650,56139
31650,66994
31650,67030
31650,77601
31650,89655
31650,103756
31650,106253
31650,109607
31650,129208
31650,129229
31650,133246
31650,133312
31652,39677
31652,49312
31652,49694
31652,65818
31652,65819
31652,74652
31652,103696
31652,103769
31652,129268
31654,40460
31654,40461
31654,43249
31654,43253
31654,49694
31654,52999
31654,53000
31654,56139
31654,66994
31654,67030
31654,77601
31654,89655
31654,103756
31654,106253
31654,109607
31654,129208
31654,129229
31654,133246
31654,133312
31674,31675
31713,40390
31713,41707
31713,41708
31713,64571
31713,123633
31713,138495
31727,31728
31727,31729
31728,31729
31739,31741
31739,31742
31741,31742
31781,53516
31797,32239
31817,31818
31817,31819
31818,31819
31827,37959
31840,31841
31840,31842
31840,31843
31841,31842
31841,31843
31842,31843
31853,32341
31853,62940
31853,62941
31895,31896
31895,31897
31896,31897
31905,31906
31909,31910
31940,42788
31940,81677
31940,103126
31954,41567
31954,57058
31954,94662
31954,94669
31954,99000
31954,99001
31954,109081
31982,32255
31988,31989
31988,31999
31988,32000
31989,31999
31989,32000
31999,32000
32045,32046
32045,32047
32046,32047
32078,39312
32078,44055
32078,44403
32078,45849
32078,49442
32078,55895
32078,63228
32078,75028
32078,77166
32078,77240
32078,77260
32078,79041
32078,79046
32078,79161
32078,80149
32078,88084
32078,88141
32078,88142
32078,90717
32078,102383
32078,102496
32078,106519
32078,106555
32078,106570
32078,121651
32078,121931
32086,53345
32086,54649
32086,68615
32086,114015
32113,41110
32113,41111
32113,43373
32137,32138
32137,32139
32138,32139
32181,33396
32181,38426
32181,38427
32181,62575
32181,94062
32198,32361
32240,40696
32252,118236
32258,32276
32258,32345
32276,32345
32307,39597
32307,48611
32307,48616
32307,48629
32307,68899
32307,68902
32307,74422
32307,91941
32307,136250
32332,54915
32332,54916
32332,54917
32332,54918
32332,55006
32332,55007
32332,85929
32332,85931
32334,32335
32347,32348
32352,32354
32369,32370
32379,32380
32389,32390
32389,32391
32389,39562
32390,32391
32390,39562
32391,39562
32397,42196
32439,32440
32472,32473
32472,32474
32472,32475
32472,43641
32472,43649
32473,32474
32473,32475
32473,43641
32473,43649
32474,32475
32474,43641
32474,43649
32475,43641
32475,43649
32504,32505
32506,32510
32506,32511
32507,53033
32507,53034
32507,53035
32507,53611
32507,53612
32507,60324
32507,60470
32507,65210
32507,65228
32507,65229
32507,65230
32507,78485
32507,108981
32510,32511
32513,37206
32529,32530
32537,32540
32537,47198
32537,47202
32537,63466
32537,64460
32537,79547
