head,tail
1401,74786
1401,75152
1401,75656
1401,76068
1401,76312
1401,76476
1401,76851
1401,77014
1401,77111
1401,77988
1401,78867
1401,81471
1401,81675
1401,81682
1401,81885
1401,85162
1401,85290
1401,85910
1401,85915
1401,86646
1401,87088
1401,87099
1401,87844
1401,88683
1401,91633
1401,91953
1401,92728
1401,93686
1401,94062
1401,95298
1401,95914
1401,95919
1401,96873
1401,97728
1401,98106
1401,98319
1401,98320
1401,98931
1401,99133
1401,99156
1401,99764
1401,100526
1401,100784
1401,101156
1401,102667
1401,102868
1401,103126
1401,104976
1401,107017
1401,107173
1401,108105
1401,108109
1401,108630
1401,110582
1401,110694
1401,111660
1401,111798
1401,114312
1401,114443
1401,114599
1401,116110
1401,116158
1401,116868
1401,117250
1401,117600
1401,118165
1401,118236
1401,118641
1401,118715
1401,118809
1401,118874
1401,118889
1401,119209
1401,120903
1401,122476
1401,122773
1401,122995
1401,123016
1401,123028
1401,123043
1401,123091
1401,123946
1401,124257
1401,124482
1401,125146
1401,138646
1401,139466
1401,139632
1401,139910
1401,141606
1401,141820
1474,2380
1474,2983
1474,4192
1474,4276
1474,8300
1474,9742
1474,10141
1474,10208
1474,12258
1474,12791
1474,13081
1474,16291
1474,16871
1474,18338
1474,18340
1474,24730
1474,25658
1474,25662
1474,27626
1474,28453
1474,30544
1474,30545
1474,31111
1474,37691
1474,41197
1474,43749
1474,46409
1474,46410
1474,46411
1474,46419
1474,46613
1474,46621
1474,46705
1474,46780
1474,46795
1474,46875
1474,48765
1474,48909
1474,50894
1474,51587
1474,51783
1474,52259
1474,58824
1474,60181
1474,60314
1474,60585
1474,61136
1474,62405
1474,64912
1474,67534
1474,67902
1474,68646
1474,72220
1474,72400
1474,75434
1474,81535
1474,84860
1474,86618
1474,88706
1474,91435
1474,93213
1474,93225
1474,93235
1474,93241
1474,93354
1474,93362
1474,93410
1474,96446
1474,99651
1474,99757
1474,106899
1474,107438
1474,109754
1474,114554
1474,116394
1474,117250
1474,118809
1474,122427
1474,122476
1474,122773
1474,128196
1474,128385
1474,131352
1474,131354
1474,131359
1486,2857
1486,3667
1486,10208
1486,10249
1486,10250
1486,10251
1486,10252
1486,10253
1486,10254
1486,10404
1486,11390
1486,12791
1515,1536
1515,1798
1528,2616
1528,2618
1528,2619
1528,2700
1528,2795
1528,4750
1528,5327
1528,5664
1528,6064
1528,6277
1528,8329
1528,11383
1528,12115
1528,13999
1528,14000
1528,14001
1528,16890
1528,17998
1528,17999
1528,18001
1528,18002
1528,18003
1528,18004
1528,18005
1528,18058
1528,18172
1528,18201
1528,18802
1528,19192
1528,23780
1528,24321
1528,25692
1528,26638
1528,26986
1528,27822
1528,28667
1528,29196
1528,33394
1528,33395
1528,40187
1528,40859
1528,43780
1528,43790
1528,46523
1528,48977
1528,49678
1528,49998
1528,52826
1529,9362
1529,13100
1529,51654
1536,1798
1548,1769
1548,3894
1548,6277
1548,6585
1548,29822
1739,2082
1739,2226
1739,8787
1739,9580
1769,3894
1769,6277
1769,6585
1769,29822
1785,77536
1786,4923
1786,6093
1786,14232
1786,14236
1786,15368
1786,32086
1786,53345
1786,54649
1786,68615
1786,114015
1805,2731
1805,4144
1805,7291
1805,9580
1805,16291
1805,31713
1805,40390
1820,2175
1820,2201
1820,2288
1820,3364
1820,4625
1820,6093
1820,10345
1820,22293
1820,25918
1820,34833
1820,38101
1835,2916
1835,6033
1835,6277
1835,16839
1835,16843
1835,20661
1835,23278
1835,23996
1835,24001
1835,24183
1835,29822
1835,30608
1835,30632
1835,30635
1835,30638
1835,30639
1835,30641
1835,30642
1835,30643
1835,30644
1835,30645
1835,34461
1835,43489
1835,43908
1835,43909
1835,43910
1835,47959
1835,52812
1835,52855
1835,54374
1835,75522
1835,76263
1835,79319
1835,80883
1835,82604
1835,82607
1835,92842
1835,92859
1835,92913
1835,108000
1835,109920
1835,109972
1835,124813
1835,124879
1835,124907
1835,127123
1869,2029
1869,2793
1869,2863
1869,6093
1869,9580
1869,30830
1869,31839
1925,43039
1967,4583
1967,7226
1967,11408
1967,16762
1967,24245
1967,28853
1967,30161
1967,51127
1967,51850
1967,52702
1967,98931
1967,103152
1967,107084
1990,2063
1990,2081
1990,2327
1990,2451
1990,2502
1990,2595
1990,4554
1990,4652
1990,6093
1990,6724
1990,6964
1990,8834
1990,9580
1990,9985
1990,10119
1990,10650
1990,20612
1990,29205
1990,33988
1990,35414
1990,35945
1990,39109
1990,41420
1990,52780
1990,55439
1990,55519
1990,56465
1990,56467
1990,56469
1990,58879
1990,65551
1990,66461
1990,67287
1990,74197
1990,74375
1990,75656
1990,76414
1990,76468
1990,76476
1990,76982
1990,77862
1990,79467
1990,88803
1990,88955
1990,88964
1990,120415
1990,120743
1990,136205
2029,2793
2029,2863
2029,6093
2029,9580
2029,30830
2029,31839
2063,2081
2063,2327
2063,2451
2063,2502
2063,2595
2063,4652
2063,6093
2081,2327
2081,2451
2081,2502
2081,2595
2081,4652
2081,6093
2082,2226
2082,8787
2082,9580
2123,2124
2175,2201
2175,2288
2175,3364
2175,4625
2175,6093
2175,10345
2175,22293
2175,25918
2175,34833
2175,38101
2201,2288
2201,3364
2201,4625
2201,6093
2201,10345
2201,22293
2201,25918
2201,34833
2201,38101
2211,2212
2211,2538
2211,3414
2211,5125
2211,5131
2211,10938
2212,2538
2212,3414
2212,5125
2212,5131
2212,10938
2226,8787
2226,9580
2288,3364
2288,4625
2288,6093
2288,10345
2288,22293
2288,25918
2288,34833
2288,38101
2327,2451
2327,2502
2327,2595
2327,4652
2327,6093
2380,2731
2380,2983
2380,3383
2380,3543
2380,3971
2380,4192
2380,4276
2380,4295
2380,7291
2380,8300
2380,9742
2380,10141
2380,10208
2380,12258
2380,12791
2380,13081
2380,14356
2380,16291
2380,16871
2380,18338
2380,18340
2380,24730
2380,25658
2380,25662
2380,27626
2380,28453
2380,30544
2380,30545
2380,31111
2380,31713
2380,37691
2380,41197
2380,41707
2380,41708
2380,43749
2380,46409
2380,46410
2380,46411
2380,46419
2380,46613
2380,46621
2380,46705
2380,46780
2380,46795
2380,46875
2380,48765
2380,48909
2380,50894
2380,51587
2380,51783
2380,52259
2380,58824
2380,60181
2380,60314
2380,60585
2380,61136
2380,62405
2380,64571
2380,64912
2380,67534
2380,67902
2380,68646
2380,72220
2380,72400
2380,75434
2380,81535
2380,84860
2380,86618
2380,88706
2380,91435
2380,93213
2380,93225
2380,93235
2380,93241
2380,93354
2380,93362
2380,93410
2380,96446
2380,99651
2380,99757
2380,106899
2380,107438
2380,109754
2380,114554
2380,116394
2380,117250
2380,118809
2380,122427
2380,122476
2380,122773
2380,123633
2380,128196
2380,128385
2380,131352
2380,131354
2380,131359
2380,138495
2389,2531
2389,2887
2389,2902
2389,2925
2389,2961
2389,3169
2389,3241
2389,4589
2389,4640
2389,6563
2389,8054
2389,9968
2389,10205
2389,10222
2389,10249
2389,10250
2389,10251
2389,10252
2389,10253
2389,10254
2389,10345
2389,10404
2389,12582
2389,12791
2389,27014
2389,52001
2389,75656
2389,85527
2389,86323
2389,86331
2451,2502
2451,2595
2451,4652
2451,6093
2489,2981
2489,8141
2492,3404
2492,39166
2502,2595
2502,4652
2502,6093
2531,2887
2531,2902
2531,2925
2531,2961
2531,3169
2531,3241
2531,4589
2531,4640
2531,6563
2531,8054
2531,9968
2531,10205
2531,10222
2531,10249
2531,10250
2531,10251
2531,10252
2531,10253
2531,10254
2531,10345
2531,10404
2531,12582
2531,12791
2531,27014
2531,52001
2531,75656
2531,85527
2531,86323
2531,86331
2538,3414
2538,5125
2538,5131
2570,2672
2570,4534
2595,4652
2595,6093
2616,2618
2616,2619
2616,2700
2616,2795
2616,4750
2616,5327
2616,5664
2616,6064
2616,6277
2616,8329
2616,11383
2616,12115
2616,13999
2616,14000
2616,14001
2616,16890
2616,17998
2616,17999
2616,18001
2616,18002
2616,18003
2616,18004
2616,18005
2616,18058
2616,18172
2616,18201
2616,18802
2616,19192
2616,23780
2616,24321
2616,25692
2616,26638
2616,26986
2616,27822
2616,28667
2616,29196
2616,33394
2616,33395
2616,40187
2616,40859
2616,43780
2616,43790
2616,46523
2616,48977
2616,49678
2616,49998
2616,52826
2618,2619
2618,2700
2618,2795
2618,4750
2618,5327
2618,5664
2618,6064
2618,6277
2618,8329
2618,11383
2618,12115
2618,13999
2618,14000
2618,14001
2618,16890
2618,17998
2618,17999
2618,18001
2618,18002
2618,18003
2618,18004
2618,18005
2618,18058
2618,18172
2618,18201
2618,18802
2618,19192
2618,23780
2618,24321
2618,25692
2618,26638
2618,26986
2618,27822
2618,28667
2618,29196
2618,33394
2618,33395
2618,40187
2618,40859
2618,43780
2618,43790
2618,46523
2618,48977
2618,49678
2618,49998
2618,52826
2619,2700
2619,2795
2619,4750
2619,5327
2619,5664
2619,6064
2619,6277
2619,8329
2619,11383
2619,12115
2619,13999
2619,14000
2619,14001
2619,16890
2619,17998
2619,17999
2619,18001
2619,18002
2619,18003
2619,18004
2619,18005
2619,18058
2619,18172
2619,18201
2619,18802
2619,19192
2619,23780
2619,24321
2619,25692
2619,26638
2619,26986
2619,27822
2619,28667
2619,29196
2619,33394
2619,33395
2619,40187
2619,40859
2619,43780
2619,43790
2619,46523
2619,48977
2619,49678
2619,49998
2619,52826
2672,4534
2700,2795
2700,4750
2700,5327
2700,5664
2700,6064
2700,6277
2700,8329
2700,11383
2700,12115
2700,13999
2700,14000
2700,14001
2700,16890
2700,17998
2700,17999
2700,18001
2700,18002
2700,18003
2700,18004
2700,18005
2700,18058
2700,18172
2700,18201
2700,18802
2700,19192
2700,23780
2700,24321
2700,25692
2700,26638
2700,26986
2700,27822
2700,28667
2700,29196
2700,33394
2700,33395
2700,40187
2700,40859
2700,43780
2700,43790
2700,46523
2700,48977
2700,49678
2700,49998
2700,52826
2731,2952
2731,3383
2731,3543
2731,3971
2731,4144
2731,4295
2731,5396
2731,6724
2731,7291
2731,7598
2731,9580
2731,14356
2731,16291
2731,25298
2731,29205
2731,31713
2731,40390
2731,41707
2731,41708
2731,64571
2731,123633
2731,138495
2736,4120
2744,3287
2744,6277
2744,45741
2793,2863
2793,6093
2793,9580
2793,30830
2793,31839
2795,4750
2795,5327
2795,5664
2795,6064
2795,6277
2795,8329
2795,11383
2795,12115
2795,13999
2795,14000
2795,14001
2795,16890
2795,17998
2795,17999
2795,18001
2795,18002
2795,18003
2795,18004
2795,18005
2795,18058
2795,18172
2795,18201
2795,18802
2795,19192
2795,23780
2795,24321
2795,25692
2795,26638
2795,26986
2795,27822
2795,28667
2795,29196
2795,33394
2795,33395
2795,40187
2795,40859
2795,43780
2795,43790
2795,46523
2795,48977
2795,49678
2795,49998
2795,52826
2857,3169
2857,3667
2857,4702
2857,10208
2857,10249
2857,10250
2857,10251
2857,10252
2857,10253
2857,10254
2857,10404
2857,11390
2857,12791
2863,6093
2863,9580
2863,30830
2863,31839
2887,2902
2887,2925
2887,2961
2887,3169
2887,3241
2887,4589
2887,4640
2887,6563
2887,8054
2887,9968
2887,10205
2887,10222
2887,10249
2887,10250
2887,10251
2887,10252
2887,10253
2887,10254
2887,10345
2887,10404
2887,12582
2887,12791
2887,27014
2887,52001
2887,75656
2887,85527
2887,86323
2887,86331
2902,2925
2902,2961
2902,3169
2902,3241
2902,4589
2902,4640
2902,6563
2902,8054
2902,9968
2902,10205
2902,10222
2902,10249
2902,10250
2902,10251
2902,10252
2902,10253
2902,10254
2902,10345
2902,10404
2902,12582
2902,12791
2902,27014
2902,52001
2902,75656
2902,85527
2902,86323
2902,86331
2916,6033
2916,20661
2916,23996
2916,30608
2916,30638
2916,30639
2916,30641
2916,30642
2916,30643
2916,30644
2916,43489
2916,43908
2916,43909
2916,43910
2916,47959
2916,52812
2916,52855
2916,82604
2916,82607
2916,124813
2916,124879
2925,2961
2925,3169
2925,3241
2925,4589
2925,4640
2925,6563
2925,8054
2925,9968
2925,10205
2925,10222
2925,10249
2925,10250
2925,10251
2925,10252
2925,10253
2925,10254
2925,10345
2925,10404
2925,12582
2925,12791
2925,27014
2925,52001
2925,75656
2925,85527
2925,86323
2925,86331
2952,4144
2952,5396
2952,6724
2952,7291
2952,7598
2952,25298
2952,29205
2952,31713
2961,3169
2961,3241
2961,4589
2961,4640
2961,6563
2961,8054
2961,9968
2961,10205
2961,10222
2961,10249
2961,10250
2961,10251
2961,10252
2961,10253
2961,10254
2961,10345
2961,10404
2961,12582
2961,12791
2961,27014
2961,52001
2961,75656
2961,85527
2961,86323
2961,86331
2978,11229
2981,8141
2983,4192
2983,4276
2983,8300
2983,9742
2983,10141
2983,10208
2983,12258
2983,12791
2983,13081
2983,16291
2983,16871
2983,18338
2983,18340
2983,24730
2983,25658
2983,25662
2983,27626
2983,28453
2983,30544
2983,30545
2983,31111
2983,37691
2983,41197
2983,43749
2983,46409
2983,46410
2983,46411
2983,46419
2983,46613
2983,46621
2983,46705
2983,46780
2983,46795
2983,46875
2983,48765
2983,48909
2983,50894
2983,51587
2983,51783
2983,52259
2983,58824
2983,60181
2983,60314
2983,60585
2983,61136
2983,62405
2983,64912
2983,67534
2983,67902
2983,68646
2983,72220
2983,72400
2983,75434
2983,81535
2983,84860
2983,86618
2983,88706
2983,91435
2983,93213
2983,93225
2983,93235
2983,93241
2983,93354
2983,93362
2983,93410
2983,96446
2983,99651
2983,99757
2983,106899
2983,107438
2983,109754
2983,114554
2983,116394
2983,117250
2983,118809
2983,122427
2983,122476
2983,122773
2983,128196
2983,128385
2983,131352
2983,131354
2983,131359
2991,4589
3041,8040
3045,4459
3045,6606
3055,3896
3055,5397
3055,6015
3055,6277
3055,10119
3055,10215
3055,12110
3055,12118
3055,12123
3055,12844
3055,13990
3055,13991
3055,13992
3055,13996
3055,14126
3055,14127
3055,14129
3055,14130
3055,18127
3055,19180
3055,19181
3055,20227
3055,20228
3055,20725
3055,22321
3055,22492
3055,24006
3055,25162
3055,25163
3055,25164
3055,25166
3055,25692
3055,29822
3055,31582
3055,31586
3055,37780
3055,39551
3055,42955
3055,42956
3055,43153
3055,44380
3125,4164
3125,4509
3125,4775
3125,31649
3125,31650
3125,31654
3125,40460
3125,40461
3125,43249
3125,43253
3125,49694
3125,52999
3125,53000
3125,56139
3125,66994
3125,67030
3125,77601
3125,89655
3125,103756
3125,106253
3125,109607
3125,129208
3125,129229
3125,133246
3125,133312
3169,3241
3169,4057
3169,4589
3169,4640
3169,4702
3169,6563
3169,8054
3169,9968
3169,10205
3169,10222
3169,10249
3169,10250
3169,10251
3169,10252
3169,10253
3169,10254
3169,10345
3169,10404
3169,12582
3169,12791
3169,27014
3169,52001
3169,75656
3169,85527
3169,86323
3169,86331
3241,4589
3241,4640
3241,6563
3241,8054
3241,9968
3241,10134
3241,10205
3241,10222
3241,10249
3241,10250
3241,10251
3241,10252
3241,10253
3241,10254
3241,10345
3241,10404
3241,12582
3241,12791
3241,23218
3241,27014
3241,27894
3241,29205
3241,36502
3241,43749
3241,52001
3241,58469
3241,58472
3241,61140
3241,62342
3241,65066
3241,65254
3241,72762
3241,74375
3241,74786
3241,75152
3241,75656
3241,76068
3241,76312
3241,76476
3241,76851
3241,77014
3241,77111
3241,77988
3241,78867
3241,81471
3241,81675
3241,81682
3241,81885
3241,85162
3241,85290
3241,85527
3241,85910
3241,85915
3241,86323
3241,86331
3241,86646
3241,87088
3241,87099
3241,87844
3241,88683
3241,91633
3241,91953
3241,92728
3241,93686
3241,94062
3241,95298
3241,95914
3241,95919
3241,96873
3241,97728
3241,98106
3241,98319
3241,98320
3241,98931
3241,99133
3241,99156
3241,99764
3241,100526
3241,100784
3241,101156
3241,102667
3241,102868
3241,103126
3241,104976
3241,107017
3241,107173
3241,108105
3241,108109
3241,108630
3241,110582
3241,110694
3241,111660
3241,111798
3241,114312
3241,114443
3241,114599
3241,116110
3241,116158
3241,116868
3241,117250
3241,117600
3241,118165
3241,118236
3241,118641
3241,118715
3241,118809
3241,118874
3241,118889
3241,119209
3241,120903
3241,122476
3241,122773
3241,122995
3241,123016
3241,123028
3241,123043
3241,123091
3241,123946
3241,124257
3241,124482
3241,125146
3241,138646
3241,139466
3241,139632
3241,139910
3241,141606
3241,141820
3287,6277
3287,45741
3298,6380
3318,8988
3318,11614
3318,16694
3318,16696
3318,17250
3318,24384
3318,121072
3318,136588
3327,3329
3364,4625
3364,6093
3364,10345
3364,22293
3364,25918
3364,34833
3364,38101
3383,3543
3383,3971
3383,4295
3383,7291
3383,14356
3383,31713
3383,41707
3383,41708
3383,64571
3383,123633
3383,138495
3404,6277
3404,26733
3404,39166
3414,5125
3414,5131
3447,3659
3543,3971
3543,4295
3543,7291
3543,14356
3543,31713
3543,41707
3543,41708
3543,64571
3543,123633
